virus,virus_taxid,virus_family,virus_genus,zoonotic_llm,confidence,reasoning
human adenovirus 61,1069441,Adenoviridae,Mastadenovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
human adenovirus 62,1091197,Adenoviridae,Mastadenovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
human adenovirus 63,1124795,Adenoviridae,Mastadenovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
human adenovirus 64,1145295,Adenoviridae,Mastadenovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
human adenovirus 65,1094363,Adenoviridae,Mastadenovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
human adenovirus 66,1337398,Adenoviridae,Mastadenovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
human adenovirus 67,1101371,Adenoviridae,Mastadenovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
human adenovirus 68,1096763,Adenoviridae,Mastadenovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
human adenovirus 69,1604283,Adenoviridae,Mastadenovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
human adenovirus 7,10519,Adenoviridae,Mastadenovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
human adenovirus 71,1643649,Adenoviridae,Mastadenovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
human adenovirus 81,1972755,Adenoviridae,Mastadenovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
human adenovirus 86,2461378,Adenoviridae,Mastadenovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
human adenovirus b3,45659,Adenoviridae,Mastadenovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
human adenovirus d10,28275,Adenoviridae,Mastadenovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
human adenovirus d13,46921,Adenoviridae,Mastadenovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
human adenovirus d37,52275,Adenoviridae,Mastadenovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
human adenovirus d8,31545,Adenoviridae,Mastadenovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
human adenovirus d9,10527,Adenoviridae,Mastadenovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
simian adenovirus 27.2,585084,Adenoviridae,Mastadenovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
simian adenovirus 28.2,585086,Adenoviridae,Mastadenovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
simian adenovirus 41.1,585095,Adenoviridae,Mastadenovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
simian adenovirus 41.2,585096,Adenoviridae,Mastadenovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
simian adenovirus 43,585077,Adenoviridae,Mastadenovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
simian adenovirus 45,585079,Adenoviridae,Mastadenovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
simian adenovirus 46,585080,Adenoviridae,Mastadenovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
simian adenovirus 47,585081,Adenoviridae,Mastadenovirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
torque teno virus 10,687349,Anelloviridae,Alphatorquevirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
torque teno virus 12,687351,Anelloviridae,Alphatorquevirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
torque teno virus 15,687354,Anelloviridae,Alphatorquevirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
torque teno virus 16,687355,Anelloviridae,Alphatorquevirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
torque teno virus 17,687356,Anelloviridae,Alphatorquevirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
torque teno virus 18,687357,Anelloviridae,Alphatorquevirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
torque teno virus 19,687358,Anelloviridae,Alphatorquevirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
torque teno virus 27,687366,Anelloviridae,Alphatorquevirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
torque teno virus 28,687367,Anelloviridae,Alphatorquevirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
torque teno virus 6,687345,Anelloviridae,Alphatorquevirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
torque teno virus 7,687346,Anelloviridae,Alphatorquevirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
torque teno mini virus 1,687369,Anelloviridae,Betatorquevirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
torque teno mini virus 10,2065036,Anelloviridae,Betatorquevirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
torque teno mini virus 18,1859149,Anelloviridae,Betatorquevirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
torque teno mini virus 2,687370,Anelloviridae,Betatorquevirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
torque teno mini virus 3,687371,Anelloviridae,Betatorquevirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
torque teno mini virus 5,687373,Anelloviridae,Betatorquevirus,False,low,"Error: ""Could not resolve authentication method. Expected either api_key or auth_token to be set. Or for one of the `X-Api-Key` or `Authorization` headers to be explicitly omitted"""
